,InA,OutA,InB,OutB,InC,OutC,f1,f2,f3,NetP,NetS,f1/f2,f1/f3,log2(InTT)
41,5.0,3.0,4.0,3.0,2.0,4.0,0.6086706711935231,0.3671280578044746,0.0242012710020022,E:2N,5N,1.657924689367353,25.150359712230284,3.4594316186372973
42,2.0,4.0,4.0,3.0,4.0,3.0,0.5689599273764752,0.3947445208144209,0.0362955518091038,E:2N,5N,1.4413371114122624,15.675748101831209,3.321928094887362
43,2.0,3.0,3.0,4.0,4.0,3.0,0.6008601604181033,0.3783254092113381,0.0208144303705585,E:2N,5N,1.5882099002302381,28.8674803836095,3.169925001442312
44,2.0,3.0,2.0,3.0,3.0,3.0,0.6619077047257501,0.3209398529430312,0.0171524423312187,E:2N,5N,2.0624042126773294,38.58970588235296,2.807354922057604
45,2.0,3.0,2.0,3.0,3.0,3.0,0.6443347632376567,0.3271444424201268,0.0285207943422164,E:2N,5N,1.9695727014985829,22.59175377468061,2.807354922057604
46,3.0,3.0,2.0,3.0,2.0,3.0,0.6122979662432159,0.3607085346215781,0.026993499135206,E:2N,5N,1.6974867724867726,22.6831639416704,2.807354922057604
47,5.0,4.0,4.0,3.0,2.0,3.0,0.4994238233867055,0.4334970887918486,0.0670790878214459,E:2N,5N,1.1520811472542847,7.4452983725135615,3.4594316186372973
48,2.0,3.0,5.0,3.0,2.0,3.0,0.6068512100432849,0.3606479346710497,0.0325008552856654,E:2N,5N,1.682669306277324,18.67185354691076,3.169925001442312
49,4.0,4.0,3.0,3.0,3.0,3.0,0.5312187534718364,0.4377661741288005,0.031015072399363,E:2N,5N,1.2134760172574233,17.12776119402987,3.321928094887362
50,2.0,3.0,3.0,3.0,3.0,3.0,0.5670230006856573,0.3910895717758524,0.0418874275384903,E:2N,5N,1.4498545642905525,13.53683035714286,3.0
51,3.0,3.0,2.0,3.0,2.0,4.0,0.6717880018420062,0.3038682128354335,0.0243437853225603,E:2N,5N,2.2107873527588344,27.595872742906376,2.807354922057604
52,4.0,3.0,3.0,3.0,5.0,3.0,0.5227489819516364,0.4349538317161865,0.042297186332177,E:2N,5N,1.201849354652283,12.358954041204447,3.584962500721156
53,5.0,3.0,2.0,4.0,2.0,3.0,0.6219773884636326,0.347724433910899,0.0302981776254684,E:2N,5N,1.7887077461545546,20.52854122621565,3.169925001442312
54,3.0,4.0,4.0,3.0,3.0,3.0,0.5289460356179392,0.4045003049127122,0.0665536594693485,E:2N,5N,1.307652996039351,7.947662680540458,3.321928094887362
55,2.0,3.0,4.0,4.0,3.0,3.0,0.6324101587510055,0.3428003874378211,0.0247894538111733,E:2N,5N,1.844835017480006,25.511258278145704,3.169925001442312
56,5.0,3.0,3.0,3.0,2.0,3.0,0.5910392677886035,0.3741806908768822,0.0347800413345143,E:2N,5N,1.5795557659683592,16.993633276740248,3.321928094887362
57,3.0,3.0,4.0,4.0,3.0,3.0,0.5653626968028591,0.4109340287839274,0.0237032744132135,E:2N,5N,1.3757991726212861,23.851670741646352,3.321928094887362
58,3.0,4.0,3.0,3.0,4.0,3.0,0.4991155776260793,0.4264095072129558,0.0744749151609648,E:2N,5N,1.1705076204523106,6.701794510907817,3.321928094887362
59,2.0,3.0,6.0,3.0,3.0,4.0,0.6550256208119827,0.3258770201024832,0.019097359085534,E:2N,5N,2.010039310553372,34.299277605779324,3.4594316186372973
60,2.0,3.0,2.0,4.0,4.0,4.0,0.643232469650299,0.323844899438304,0.0329226309113969,E:2N,5N,1.986236222234656,19.5376995046781,3.0
61,2.0,5.0,3.0,3.0,4.0,3.0,0.5065491563111632,0.4235584328349566,0.0698924108538802,E:2N,5N,1.1959368933366146,7.24755592377797,3.169925001442312
62,3.0,3.0,3.0,3.0,2.0,3.0,0.5610709141182509,0.4044075036839578,0.0345215821977912,E:2N,5N,1.3873899692937566,16.252757793765028,3.0
63,3.0,3.0,3.0,3.0,2.0,3.0,0.5732951378537079,0.3933788740975021,0.0333259880487899,E:2N,5N,1.4573612758666143,17.202644885258696,3.0
64,3.0,3.0,3.0,3.0,5.0,3.0,0.5197893536578048,0.4463932065054312,0.033817439836764,E:2N,5N,1.164420394582059,15.370452528837662,3.4594316186372973
65,4.0,3.0,3.0,3.0,2.0,3.0,0.6276775966570041,0.3531227647479577,0.0191996385950382,E:2N,5N,1.7775053304904052,32.692156862745115,3.169925001442312
66,2.0,3.0,2.0,4.0,5.0,3.0,0.6322481686950787,0.3357416247365931,0.0320102065683281,E:2N,5N,1.88313906323385,19.75145544111061,3.169925001442312
67,2.0,3.0,5.0,3.0,4.0,3.0,0.5940244486631301,0.3836914287741958,0.022284122562674,E:2N,5N,1.5481827429945438,26.656847133758074,3.4594316186372973
68,3.0,3.0,3.0,3.0,4.0,3.0,0.5943456774276362,0.3892240549387074,0.0164302676336563,E:2N,5N,1.5270014015994724,36.17382812500017,3.321928094887362
69,3.0,3.0,2.0,3.0,3.0,4.0,0.5827432266009852,0.374050697865353,0.0432060755336617,E:2N,5N,1.5579257836614309,13.487529691211414,3.0
70,4.0,3.0,3.0,3.0,3.0,3.0,0.4972207731467324,0.4671979277221132,0.0355812991311543,E:2N,5N,1.0642615123979673,13.974216380182012,3.321928094887362
71,3.0,3.0,4.0,3.0,3.0,3.0,0.5459363957597173,0.4103390607719904,0.0437245434682922,E:2N,5N,1.3304519309778142,12.485811227637285,3.321928094887362
72,2.0,4.0,2.0,3.0,4.0,3.0,0.6204049757349249,0.3475019058775404,0.0320931183875346,E:2N,5N,1.7853282679651132,19.33140208574741,3.0
73,2.0,3.0,3.0,3.0,4.0,3.0,0.5189042745334136,0.4458609271523179,0.0352347983142685,E:2N,5N,1.1638254059345778,14.727039726612565,3.169925001442312
74,2.0,3.0,3.0,3.0,4.0,3.0,0.5381642014121527,0.4216358295109004,0.0401999690769468,E:2N,5N,1.2763720816526096,13.387179487179507,3.169925001442312
75,3.0,3.0,2.0,4.0,4.0,3.0,0.608402446175756,0.3587724442210494,0.0328251096031945,E:2N,5N,1.695789227895392,18.534666099532142,3.169925001442312
76,3.0,3.0,3.0,3.0,2.0,3.0,0.6039695983929723,0.3645944203756727,0.031435981231355,E:2N,5N,1.6565519509888575,19.212684787792103,3.0
77,2.0,4.0,4.0,4.0,3.0,3.0,0.5728021755669586,0.39307509267203,0.0341227317610113,E:2N,5N,1.4572334555038506,16.786527514231537,3.169925001442312
78,3.0,3.0,3.0,4.0,2.0,3.0,0.5550193673337637,0.3993221433182699,0.0456584893479664,E:2N,5N,1.3899038072912455,12.155885471898204,3.0
79,3.0,3.0,3.0,3.0,3.0,3.0,0.5791914945364209,0.3817035248336605,0.0391049806299185,E:2N,5N,1.5173857636992536,14.811195024433594,3.169925001442312
80,3.0,4.0,2.0,3.0,2.0,4.0,0.6806472093425938,0.2953998884121823,0.0239529022452238,E:2N,5N,2.304155268985281,28.416064257028168,2.807354922057604
81,2.0,3.0,2.0,3.0,2.0,4.0,0.6913338704108644,0.2879215099551157,0.02074461963402,E:2N,5N,2.401119216548416,33.325936199722655,2.584962500721156
82,3.0,3.0,2.0,3.0,5.0,3.0,0.5824750312109863,0.3896496566791511,0.0278753121098626,E:2N,5N,1.4948685857321653,20.89573128061587,3.321928094887362
83,3.0,4.0,3.0,3.0,4.0,3.0,0.4944398109535724,0.4799555184876286,0.025604670558799,E:2N,5N,1.030178405931418,19.31053203040174,3.321928094887362
84,3.0,3.0,3.0,3.0,3.0,4.0,0.5401749068636736,0.4148670834122624,0.0449580097240639,E:2N,5N,1.302043301244245,12.01509831460674,3.169925001442312
85,2.0,4.0,3.0,3.0,3.0,3.0,0.5449773291590198,0.4100723307783655,0.0449503400626147,E:2N,5N,1.3289785441621693,12.123986790753527,3.0
86,2.0,3.0,2.0,3.0,2.0,4.0,0.6951121391934024,0.2844044386335445,0.020483422173053,E:2N,5N,2.4440973654741565,33.93535188216051,2.584962500721156
87,3.0,4.0,3.0,3.0,3.0,3.0,0.5916331456154466,0.3818718155001341,0.0264950388844194,E:2N,5N,1.5492977528089888,22.329959514170056,3.169925001442312
88,2.0,3.0,2.0,4.0,3.0,3.0,0.633248730964467,0.3423857868020304,0.0243654822335025,E:2N,5N,1.8495181616011862,25.989583333333375,2.807354922057604
89,2.0,3.0,2.0,3.0,3.0,3.0,0.6655294170229883,0.3154303422177857,0.0190402407592258,E:2N,5N,2.109909314188551,34.95383411580608,2.807354922057604
90,2.0,4.0,4.0,3.0,3.0,3.0,0.5591020623365036,0.41303510230568,0.0278628353578163,E:2N,5N,1.353642969363708,20.066229985444032,3.169925001442312
91,4.0,3.0,2.0,3.0,2.0,4.0,0.6159683642592978,0.3572149020989097,0.0268167336417924,E:2N,5N,1.7243635711724632,22.96955223880604,3.0
92,2.0,4.0,2.0,3.0,4.0,3.0,0.6018565727245556,0.3617328012095853,0.0364106260658591,E:2N,5N,1.6638153098420412,16.529695799130856,3.0
93,3.0,4.0,2.0,3.0,3.0,4.0,0.5685721057507919,0.3845424576070328,0.0468854366421753,E:2N,5N,1.4785678265254665,12.12683823529413,3.0
94,5.0,3.0,2.0,3.0,3.0,3.0,0.5911293579216583,0.378634405707363,0.0302362363709785,E:2N,5N,1.5612140603475093,19.550361713967785,3.321928094887362
95,2.0,3.0,2.0,4.0,5.0,3.0,0.5950267818743402,0.3689447550533682,0.0360284630722915,E:2N,5N,1.6127801621363855,16.51546391752578,3.169925001442312
96,3.0,3.0,3.0,3.0,2.0,3.0,0.5770374167093798,0.3795562715091162,0.0434063117815039,E:2N,5N,1.5202947758314684,13.293859649122835,3.0
97,3.0,3.0,4.0,3.0,2.0,4.0,0.5815087652494838,0.3669395585887728,0.0515516761617433,E:2N,5N,1.5847535422071446,11.280113636363657,3.169925001442312
98,4.0,3.0,3.0,4.0,2.0,3.0,0.4975706316357747,0.4407773978765521,0.0616519704876732,E:2N,5N,1.1288478811137421,8.07063631056626,3.169925001442312
99,3.0,3.0,3.0,3.0,4.0,3.0,0.5280946213740696,0.4458782592413438,0.0260271193845865,E:2N,5N,1.1843919510061243,20.290167865707495,3.321928094887362
0,5.0,3.0,4.0,4.0,5.0,4.0,0.5100769026783346,0.4476164249433939,0.0423066723782714,E:4N,5N,1.1395401827420422,12.056653809064615,3.807354922057604
1,4.0,3.0,4.0,4.0,4.0,6.0,0.4519170717968185,0.4657057836666217,0.0823771445365596,E:4N,5N,0.9703917959505654,5.485952133194593,3.584962500721156
2,3.0,5.0,4.0,4.0,5.0,4.0,0.4499701158367091,0.4464978606733898,0.103532023489901,E:4N,5N,1.0077766445690972,4.346192614313206,3.584962500721156
3,4.0,5.0,4.0,4.0,5.0,4.0,0.4379789348382914,0.4949887872121077,0.0670322779496009,E:4N,5N,0.8848259721297748,6.533851276359602,3.700439718141092
4,4.0,5.0,5.0,3.0,3.0,5.0,0.4928391959798995,0.4362002319288751,0.0709605720912253,E:4N,5N,1.129846249279986,6.945253983385543,3.584962500721156
5,3.0,4.0,3.0,4.0,6.0,5.0,0.4832445718967636,0.4037572423479838,0.1129981857552525,E:4N,5N,1.1968691114654297,4.276569297700436,3.584962500721156
6,4.0,4.0,4.0,5.0,4.0,3.0,0.4745769439409375,0.4885222476548339,0.0369008084042285,E:4N,5N,0.9714541071960566,12.860882036572274,3.584962500721156
7,4.0,4.0,3.0,4.0,3.0,3.0,0.5163734806149296,0.4581639087607906,0.0254626106242797,E:4N,5N,1.127049666595477,20.279675491033316,3.321928094887362
8,3.0,3.0,4.0,5.0,5.0,4.0,0.4988595196565141,0.4429483587343431,0.0581921216091427,E:4N,5N,1.1262250098000783,8.57262986572631,3.584962500721156
9,5.0,3.0,4.0,3.0,3.0,5.0,0.5277443765731967,0.4167588539913103,0.0554967694354929,E:4N,5N,1.2663063340321992,9.50946121623574,3.584962500721156
10,3.0,5.0,3.0,5.0,4.0,4.0,0.4999498721740438,0.4715524587698631,0.028497669056093,E:4N,5N,1.0602211119379186,17.543535620052793,3.321928094887362
11,3.0,3.0,5.0,5.0,3.0,5.0,0.5423929618768328,0.4182991202346041,0.039307917888563,E:4N,5N,1.296662927650028,13.798567591763671,3.4594316186372973
12,3.0,4.0,3.0,5.0,4.0,4.0,0.4723894680086269,0.4408024802300503,0.0868080517613228,E:4N,5N,1.0716579175373326,5.441770186335404,3.321928094887362
13,5.0,4.0,3.0,4.0,6.0,4.0,0.5225885362897796,0.4494254679294402,0.0279859957807801,E:4N,5N,1.16279243963946,18.673215717722538,3.807354922057604
14,3.0,4.0,5.0,7.0,3.0,4.0,0.5177842270441737,0.4381095400398204,0.0441062329160058,E:4N,5N,1.1818601964182556,11.739479724560061,3.4594316186372973
15,4.0,4.0,6.0,4.0,4.0,3.0,0.483568412972558,0.4575057570523891,0.0589258299750527,E:4N,5N,1.0569668370690786,8.206391207001841,3.807354922057604
16,5.0,4.0,3.0,4.0,2.0,4.0,0.5518120515546107,0.3955620515546106,0.0526258968907786,E:4N,5N,1.3950075579442394,10.485560991005213,3.321928094887362
17,5.0,4.0,5.0,5.0,3.0,4.0,0.5377236903634933,0.4246381605210032,0.0376381491155035,E:4N,5N,1.2663103327871936,14.286666666666667,3.700439718141092
18,4.0,5.0,4.0,4.0,2.0,3.0,0.5031992967679948,0.4423308870126949,0.0544698162193102,E:4N,5N,1.1376083188908148,9.238130981422417,3.321928094887362
19,4.0,5.0,4.0,5.0,4.0,3.0,0.5353970390309556,0.4013033930721825,0.0632995678968619,E:4N,5N,1.3341453081974157,8.458146821844231,3.584962500721156
20,4.0,3.0,3.0,6.0,5.0,6.0,0.4690672614849682,0.4474422266323334,0.0834905118826983,E:4N,5N,1.0483303397969281,5.618210391906493,3.584962500721156
21,3.0,4.0,4.0,4.0,5.0,4.0,0.4591266835287018,0.4771142809454723,0.0637590355258258,E:4N,5N,0.9622991846290464,7.200966572694329,3.584962500721156
22,3.0,3.0,3.0,4.0,4.0,4.0,0.561817080557238,0.4094730466384009,0.0287098728043609,E:4N,5N,1.3720489911839537,19.56877637130808,3.321928094887362
23,4.0,5.0,3.0,5.0,6.0,3.0,0.4525748419161397,0.4743099143663812,0.073115243717479,E:4N,5N,0.9541753781822655,6.1898835168342154,3.700439718141092
24,5.0,4.0,4.0,4.0,3.0,3.0,0.5180732759405202,0.4342409406111788,0.0476857834483009,E:4N,5N,1.193054886099294,10.864312977099253,3.584962500721156
25,6.0,4.0,4.0,4.0,4.0,4.0,0.4743695797198132,0.4849232821881254,0.0407071380920613,E:4N,5N,0.9782363461273903,11.653228449688648,3.807354922057604
26,2.0,5.0,5.0,4.0,4.0,4.0,0.5407235305851844,0.4276880111709555,0.03158845824386,E:4N,5N,1.2642943371378403,17.117756315007473,3.4594316186372973
27,5.0,5.0,2.0,4.0,4.0,4.0,0.5033478056180363,0.4710597897159596,0.025592404666004,E:4N,5N,1.0685433497126677,19.667858967807927,3.4594316186372973
28,5.0,5.0,5.0,3.0,3.0,4.0,0.5009849301631822,0.4314642628425976,0.0675508069942201,E:4N,5N,1.1611272898074214,7.416416656666269,3.700439718141092
29,5.0,4.0,3.0,5.0,4.0,3.0,0.5096649405658183,0.4693402867041267,0.0209947727300549,E:4N,5N,1.0859177339002062,24.275801749271213,3.584962500721156
30,3.0,5.0,3.0,5.0,4.0,4.0,0.5212323146436234,0.4275827294029246,0.051184955953452,E:4N,5N,1.2190209725530095,10.18331079775933,3.321928094887362
31,3.0,4.0,5.0,5.0,4.0,6.0,0.4915546198382697,0.4465405043303507,0.0619048758313794,E:4N,5N,1.1008063435934528,7.94048309178745,3.584962500721156
32,3.0,6.0,6.0,4.0,4.0,3.0,0.518714640060199,0.444794366563548,0.0364909933762529,E:4N,5N,1.1661897700453225,14.214867617107974,3.700439718141092
33,4.0,4.0,4.0,3.0,4.0,5.0,0.3933079304596332,0.4849689486507776,0.1217231208895891,E:4N,5N,0.8109961092433801,3.2311686357137477,3.584962500721156
34,5.0,4.0,5.0,5.0,3.0,3.0,0.4965167739323458,0.3882784905555013,0.1152047355121528,E:4N,5N,1.2787645620595425,4.309864275327197,3.700439718141092
35,2.0,5.0,5.0,4.0,2.0,4.0,0.5692573040346096,0.3918450191534371,0.0388976768119532,E:4N,5N,1.4527613628073248,14.634737873591405,3.169925001442312
36,4.0,3.0,4.0,3.0,3.0,6.0,0.4768266405484819,0.4368135814560888,0.0863597779954293,E:4N,5N,1.0916021405722145,5.521397247845155,3.4594316186372973
37,4.0,4.0,3.0,3.0,5.0,3.0,0.6343361333593801,0.3480497492999935,0.0176141173406264,E:4N,5N,1.8225444340505146,36.01293900184848,3.584962500721156
38,4.0,5.0,5.0,5.0,4.0,4.0,0.5095446515674849,0.4560735096369341,0.0343818387955809,E:4N,5N,1.1172423760659054,14.820168711656478,3.700439718141092
39,3.0,5.0,3.0,4.0,5.0,3.0,0.5033842628853326,0.4398957249570391,0.0567200121576283,E:4N,5N,1.1443263353707152,8.874896949711465,3.4594316186372973
40,4.0,4.0,3.0,5.0,2.0,5.0,0.5221710263014767,0.428961384137018,0.0488675895615052,E:4N,5N,1.2172914523575993,10.685426291474178,3.169925001442312
41,5.0,4.0,4.0,4.0,4.0,4.0,0.4801955594595531,0.4775603610684111,0.0422440794720356,E:4N,5N,1.0055180425470123,11.367168262653921,3.700439718141092
42,3.0,3.0,5.0,4.0,5.0,3.0,0.5508740170843469,0.4200825932002036,0.0290433897154494,E:4N,5N,1.3113469255837757,18.96727697701601,3.700439718141092
43,4.0,4.0,6.0,4.0,4.0,5.0,0.4712314841707813,0.4605286087714202,0.0682399070577984,E:4N,5N,1.0232404137235118,6.905511811023626,3.807354922057604
44,4.0,4.0,2.0,4.0,6.0,3.0,0.4690461596492055,0.4863187011803165,0.0446351391704779,E:4N,5N,0.9644830817955595,10.50845070422536,3.584962500721156
45,3.0,4.0,5.0,4.0,5.0,4.0,0.5042908059102391,0.4171857157687117,0.0785234783210491,E:4N,5N,1.2087921202695697,6.422165913848194,3.700439718141092
46,5.0,4.0,5.0,3.0,4.0,3.0,0.450637727173199,0.476571053207795,0.0727912196190059,E:4N,5N,0.9455835056283023,6.190825343109607,3.807354922057604
47,4.0,4.0,4.0,5.0,4.0,4.0,0.5275280777770592,0.4452779753820949,0.0271939468408458,E:4N,5N,1.1847163051897753,19.3987316686485,3.584962500721156
48,3.0,4.0,3.0,3.0,3.0,5.0,0.5077562646753147,0.4315408599253243,0.060702875399361,E:4N,5N,1.1766122558201766,8.364616360177555,3.169925001442312
49,4.0,3.0,4.0,4.0,3.0,4.0,0.4545018623012244,0.4711399067734237,0.0743582309253518,E:4N,5N,0.9646855546876849,6.112327534493103,3.4594316186372973
50,4.0,4.0,3.0,4.0,3.0,4.0,0.5657796254046694,0.4013057632131875,0.0329146113821431,E:4N,5N,1.4098467484607433,17.189315068493176,3.321928094887362
51,5.0,4.0,3.0,5.0,4.0,3.0,0.497742172410979,0.460079976061587,0.0421778515274339,E:4N,5N,1.081860107609531,11.801031925185443,3.584962500721156
52,4.0,4.0,2.0,4.0,5.0,4.0,0.5478923559697336,0.4147093584013693,0.037398285628897,E:4N,5N,1.3211477987421385,14.650199782055967,3.4594316186372973
53,4.0,3.0,4.0,3.0,3.0,5.0,0.4972203589182831,0.4373455116836814,0.0654341293980354,E:4N,5N,1.1369051370942325,7.598792304451623,3.4594316186372973
54,3.0,4.0,4.0,4.0,3.0,4.0,0.5174271130178811,0.4202340316704767,0.062338855311642,E:4N,5N,1.2312832232102937,8.300234427327538,3.321928094887362
55,6.0,5.0,3.0,5.0,2.0,5.0,0.4763308746481478,0.4666947463582009,0.0569743789936512,E:4N,5N,1.020647603953422,8.360439956725575,3.4594316186372973
56,3.0,6.0,5.0,4.0,4.0,4.0,0.515879078904289,0.4355151151369639,0.0486058059587471,E:4N,5N,1.1845262333594362,10.613527925905144,3.584962500721156
57,3.0,6.0,4.0,3.0,6.0,4.0,0.5143304401989952,0.4457393884258235,0.0399301713751813,E:4N,5N,1.15388151362483,12.880747126436791,3.700439718141092
58,3.0,5.0,5.0,3.0,4.0,5.0,0.4612191898346743,0.4993043800867206,0.039476430078605,E:4N,5N,0.9237235005921006,11.683406754772408,3.584962500721156
59,6.0,3.0,5.0,5.0,3.0,3.0,0.484988752811797,0.4323519120219945,0.0826593351662084,E:4N,5N,1.1217453637330619,5.867319787131111,3.807354922057604
60,5.0,4.0,5.0,5.0,5.0,3.0,0.5165272576413339,0.4361895364743345,0.0472832058843316,E:4N,5N,1.1841807619145548,10.924116670618929,3.9068905956085187
61,5.0,3.0,4.0,3.0,3.0,3.0,0.5071365568118034,0.4625130302301339,0.0303504129580627,E:4N,5N,1.0964805825242718,16.70937912813739,3.584962500721156
62,4.0,4.0,4.0,3.0,3.0,3.0,0.5372833255876042,0.4194460650047957,0.0432706094076,E:4N,5N,1.2809354298781208,12.416819012797088,3.4594316186372973
63,4.0,4.0,4.0,3.0,6.0,3.0,0.5047901274661037,0.4561581553949825,0.0390517171389137,E:4N,5N,1.106612085076088,12.926195426195425,3.807354922057604
64,4.0,5.0,2.0,5.0,3.0,5.0,0.5095585475699006,0.4389777631825858,0.0514636892475136,E:4N,5N,1.160784418499025,9.901321786690977,3.169925001442312
65,4.0,4.0,5.0,5.0,3.0,4.0,0.5065529046752969,0.4617123141114796,0.0317347812132234,E:4N,5N,1.0971180304127444,15.96207332490523,3.584962500721156
66,3.0,4.0,2.0,5.0,6.0,6.0,0.5276215079475218,0.4415491529404229,0.0308293391120552,E:4N,5N,1.1949326692938134,17.114265927977872,3.4594316186372973
67,3.0,5.0,5.0,4.0,2.0,4.0,0.5302596783283479,0.4122989552174101,0.0574413664542419,E:4N,5N,1.2861048315020243,9.231320754716995,3.321928094887362
68,4.0,3.0,3.0,3.0,4.0,3.0,0.4788600866120723,0.4712148266732344,0.0499250867146932,E:4N,5N,1.0162245742410383,9.59157245632067,3.4594316186372973
69,2.0,5.0,4.0,4.0,4.0,5.0,0.5632123878784714,0.4095389797756916,0.0272486323458369,E:4N,5N,1.3752351197117993,20.669381887877396,3.321928094887362
70,5.0,4.0,5.0,4.0,5.0,3.0,0.6365292578187128,0.3400471363918971,0.0234236057893899,E:4N,5N,1.8718853644017353,27.174691358024777,3.9068905956085187
71,4.0,3.0,4.0,4.0,4.0,5.0,0.4718006923557119,0.4072981102094092,0.1209011974348788,E:4N,5N,1.1583670057126934,3.902365752910253,3.584962500721156
72,2.0,3.0,5.0,5.0,6.0,4.0,0.5691128731839711,0.391378851577883,0.0395082752381459,E:4N,5N,1.4541227020559124,14.404903017241388,3.700439718141092
73,4.0,5.0,4.0,3.0,6.0,4.0,0.5449825489388455,0.410847839753734,0.0441696113074204,E:4N,5N,1.32648269311946,12.338404907975487,3.807354922057604
74,4.0,5.0,3.0,5.0,4.0,4.0,0.4912997445163072,0.4518839045273551,0.0568163509563376,E:4N,5N,1.0872255895685836,8.647154142191615,3.4594316186372973
75,3.0,3.0,5.0,3.0,2.0,4.0,0.5205734619683209,0.4381254576519404,0.0413010803797387,E:4N,5N,1.1881835507990033,12.604354587869365,3.321928094887362
76,2.0,4.0,4.0,5.0,5.0,4.0,0.4984121189998174,0.4447405244265985,0.0568473565735839,E:4N,5N,1.120680692730705,8.767551369863027,3.4594316186372973
77,4.0,4.0,4.0,4.0,3.0,3.0,0.5198796839585672,0.4316655722425808,0.0484547437988519,E:4N,5N,1.204357533675197,10.729180327868855,3.4594316186372973
78,4.0,4.0,3.0,3.0,5.0,5.0,0.4775805821552625,0.4705913405196533,0.0518280773250841,E:4N,5N,1.014852040472932,9.214707679771864,3.584962500721156
79,4.0,4.0,4.0,3.0,5.0,5.0,0.4713871538925535,0.4771564220808281,0.0514564240266184,E:4N,5N,0.9879090631053116,9.160899981092836,3.700439718141092
80,4.0,5.0,3.0,5.0,3.0,5.0,0.4687405340407369,0.4599285865085412,0.0713308794507219,E:4N,5N,1.019159382109927,6.571355037961656,3.321928094887362
81,5.0,4.0,2.0,5.0,5.0,3.0,0.5545198733731973,0.4035056864814163,0.0419744401453863,E:4N,5N,1.3742554118843529,13.210893854748612,3.584962500721156
82,5.0,4.0,4.0,5.0,5.0,4.0,0.4541643859295324,0.4708881910633516,0.0749474230071159,E:4N,5N,0.9644845518507189,6.05977320776475,3.807354922057604
83,6.0,5.0,4.0,3.0,3.0,4.0,0.514337143023042,0.4295723534592047,0.0560905035177532,E:4N,5N,1.1973236612674312,9.169772256728791,3.700439718141092
84,4.0,4.0,5.0,7.0,4.0,3.0,0.4942998310268859,0.4481316706949286,0.0575684982781853,E:4N,5N,1.1030236498580055,8.586290172766123,3.700439718141092
85,4.0,4.0,4.0,4.0,3.0,3.0,0.5091517265742295,0.4547933409873708,0.0360549324383997,E:4N,5N,1.1195232662572518,14.121555419473369,3.4594316186372973
86,2.0,3.0,5.0,3.0,4.0,6.0,0.6156487645712181,0.3670236560271557,0.0173275794016261,E:4N,5N,1.6774089475193579,35.529992406985755,3.4594316186372973
87,2.0,4.0,3.0,5.0,4.0,3.0,0.5591790239820966,0.3991774110626115,0.0416435649552918,E:4N,5N,1.400828324662862,13.427741466957183,3.169925001442312
88,3.0,5.0,6.0,4.0,5.0,3.0,0.6048071412021512,0.3757423508896016,0.0194505079082472,E:4N,5N,1.6096326106711671,31.094670846395083,3.807354922057604
89,5.0,4.0,3.0,4.0,4.0,7.0,0.5129735655987331,0.4570863956903669,0.0299400387108999,E:4N,5N,1.122268285460468,17.1333634719711,3.584962500721156
90,6.0,4.0,6.0,5.0,3.0,3.0,0.477320053520952,0.4431339884628676,0.0795459580161803,E:4N,5N,1.0771461136995342,6.000556978946199,3.9068905956085187
91,3.0,5.0,5.0,4.0,5.0,5.0,0.475731361024896,0.4276893614211187,0.0965792775539853,E:4N,5N,1.1123291901490002,4.925811965811969,3.700439718141092
92,3.0,3.0,2.0,5.0,5.0,5.0,0.5185908747164104,0.4437626039828586,0.037646521300731,E:4N,5N,1.168622299540234,13.775266792215957,3.321928094887362
93,2.0,3.0,6.0,3.0,3.0,4.0,0.6128546577279524,0.3625672692499415,0.024578073022106,E:4N,5N,1.6903198653198654,24.935016556291412,3.4594316186372973
94,2.0,3.0,4.0,5.0,5.0,3.0,0.6254288520157639,0.3426607318224138,0.0319104161618222,E:4N,5N,1.8252130866862695,19.5995203836931,3.4594316186372973
95,4.0,3.0,3.0,4.0,6.0,4.0,0.5542560316241689,0.4147731913294892,0.0309707770463418,E:4N,5N,1.3362870195337113,17.896097046413512,3.700439718141092
96,4.0,3.0,3.0,5.0,2.0,3.0,0.6264359705326146,0.3577718817917525,0.0157921476756329,E:4N,5N,1.7509368466727153,39.66756032171596,3.169925001442312
97,5.0,4.0,3.0,4.0,3.0,5.0,0.562790857221263,0.4198177390031672,0.0173914037755697,E:4N,5N,1.3405599738533611,32.36028928336622,3.4594316186372973
98,3.0,5.0,3.0,3.0,4.0,4.0,0.5728754977834548,0.3855436171012097,0.0415808851153354,E:4N,5N,1.4858902400997818,13.777376219732592,3.321928094887362
99,3.0,3.0,4.0,5.0,5.0,3.0,0.4827117080763244,0.4273822562979189,0.0899060356257566,E:4N,5N,1.1294612749197444,5.369068992049244,3.584962500721156
0,4.0,6.0,5.0,6.0,4.0,3.0,0.4802598996178381,0.4646777496063807,0.0550623507757811,E:6N,5N,1.0335332389481888,8.722110350382607,3.700439718141092
1,4.0,5.0,5.0,6.0,6.0,5.0,0.4773072661849342,0.4981714431382545,0.0245212906768111,E:6N,5N,0.9581184806140524,19.465013994402277,3.9068905956085187
2,5.0,6.0,5.0,5.0,3.0,5.0,0.5535258624660311,0.4235917276956381,0.0228824098383308,E:6N,5N,1.3067437966204904,24.190016103059584,3.700439718141092
3,6.0,5.0,4.0,3.0,7.0,6.0,0.4715636740510429,0.4849419182104763,0.0434944077384808,E:6N,5N,0.9724126876703059,10.841938046068309,4.087462841250339
