,InA,OutA,InB,OutB,InC,OutC,f1,f2,f3,NetP,NetS,f1/f2,f1/f3,log2(InTT)
20,4.0,6.0,5.0,5.0,6.0,3.0,0.4794473378384195,0.448247874021558,0.0723047881400225,E:4N,15N,1.069603149563094,6.6309209966833915,3.9068905956085187
21,3.0,3.0,6.0,7.0,9.0,6.0,0.4800126184209229,0.4405603367541084,0.0794270448249687,E:4N,15N,1.0895502349518909,6.043440486533449,4.169925001442312
22,7.0,3.0,7.0,6.0,6.0,4.0,0.4672923565838519,0.4374285332422519,0.0952791101738962,E:4N,15N,1.0682713199348182,4.904457605985041,4.321928094887363
23,6.0,4.0,5.0,6.0,7.0,6.0,0.5430823699704634,0.4068129804588932,0.0501046495706433,E:4N,15N,1.334968145209761,10.838961545969171,4.169925001442312
24,6.0,5.0,4.0,8.0,4.0,4.0,0.465313212463359,0.463176179510768,0.0715106080258729,E:4N,15N,1.0046138662718973,6.506911705952861,3.807354922057604
25,4.0,4.0,4.0,7.0,5.0,7.0,0.5590104292990541,0.4202473926752365,0.0207421780257094,E:4N,15N,1.3301936883902394,26.950420954162816,3.700439718141092
26,6.0,7.0,9.0,6.0,5.0,6.0,0.4614856812682821,0.4051045466035896,0.1334097721281282,E:4N,15N,1.13917675113102,3.4591595046355836,4.321928094887363
27,3.0,6.0,4.0,4.0,4.0,3.0,0.4951427512050426,0.4877196885428254,0.017137560252132,E:4N,15N,1.0152199364442214,28.892254435309386,3.4594316186372973
28,5.0,4.0,5.0,6.0,3.0,4.0,0.4944565929531086,0.4356190492397491,0.0699243578071421,E:4N,15N,1.1350665078031916,7.071306887320525,3.700439718141092
29,7.0,5.0,4.0,3.0,7.0,4.0,0.4769536328181424,0.4266502961144012,0.0963960710674563,E:4N,15N,1.1179029691573283,4.947853450213531,4.169925001442312
30,7.0,7.0,4.0,4.0,7.0,3.0,0.5892097668413457,0.3689052175894281,0.041885015569226,E:4N,15N,1.5971846933786251,14.067316409791509,4.169925001442312
31,5.0,4.0,4.0,4.0,4.0,5.0,0.5030988308051652,0.4595758516808005,0.0373253175140343,E:4N,15N,1.094702493538746,13.478755555555564,3.700439718141092
32,7.0,7.0,5.0,6.0,3.0,4.0,0.5857871978450415,0.3925568866520167,0.0216559155029418,E:4N,15N,1.4922351836469359,27.049754500818334,3.9068905956085187
33,7.0,3.0,7.0,4.0,6.0,7.0,0.4990115698351923,0.442483768936241,0.0585046612285666,E:4N,15N,1.1277511286681718,8.529432687177673,4.321928094887363
34,4.0,5.0,5.0,5.0,7.0,5.0,0.5537515013782436,0.3989475230499364,0.0473009755718198,E:4N,15N,1.3880309298447011,11.706978443551353,4.0
35,9.0,5.0,4.0,7.0,5.0,4.0,0.4903047091412742,0.4807396944680617,0.0289555963906639,E:4N,15N,1.0198964528689403,16.93298602888947,4.169925001442312
36,5.0,6.0,5.0,4.0,4.0,5.0,0.4888236054646536,0.4714987573802991,0.0396776371550473,E:4N,15N,1.0367442073031397,12.319876900796535,3.807354922057604
37,4.0,4.0,5.0,4.0,6.0,3.0,0.5208867743368538,0.4421045843424427,0.0370086413207033,E:4N,15N,1.1781980843098168,14.074733785091981,3.9068905956085187
38,7.0,4.0,5.0,4.0,4.0,4.0,0.5429515671259285,0.4063740752924256,0.0506743575816458,E:4N,15N,1.3360881024096387,10.714522946859914,4.0
39,5.0,4.0,8.0,7.0,5.0,3.0,0.4413625463981868,0.5028019577571199,0.0558354958446933,E:4N,15N,0.8778059424569472,7.904694669961181,4.169925001442312
40,6.0,3.0,6.0,6.0,5.0,6.0,0.4486340375699825,0.4409339557566132,0.1104320066734042,E:4N,15N,1.017463118258054,4.0625363160952945,4.087462841250339
41,4.0,4.0,6.0,3.0,6.0,6.0,0.5087709426477415,0.4528394783856401,0.0383895789666183,E:4N,15N,1.123512783076015,13.252839868083571,4.0
42,6.0,6.0,4.0,5.0,8.0,7.0,0.5567056259904913,0.3979133650290544,0.0453810089804543,E:4N,15N,1.3990623962827748,12.267369952710078,4.169925001442312
43,6.0,8.0,5.0,6.0,3.0,5.0,0.5039121131798294,0.4502842269983713,0.0458036598217992,E:4N,15N,1.1190978563449705,11.001568764162466,3.807354922057604
44,5.0,6.0,2.0,5.0,3.0,6.0,0.5359920746482456,0.4324136176821023,0.031594307669652,E:4N,15N,1.2395356037151706,16.96483050847461,3.321928094887362
45,8.0,6.0,6.0,5.0,5.0,4.0,0.5004744410111676,0.4143938103695774,0.085131748619255,E:4N,15N,1.2077266322217002,5.878822520720205,4.247927513443585
46,4.0,5.0,6.0,6.0,4.0,3.0,0.4860684339357325,0.4577300661423884,0.056201499921879,E:4N,15N,1.061910654093954,8.648673693965028,3.807354922057604
47,7.0,5.0,4.0,4.0,4.0,5.0,0.4633452837186302,0.4716198953311081,0.0650348209502616,E:4N,15N,0.9824549140220885,7.124572297554184,3.9068905956085187
48,6.0,5.0,2.0,3.0,6.0,4.0,0.5331388867465486,0.4284742720522762,0.038386841201175,E:4N,15N,1.2442728105773007,13.888584474885878,3.807354922057604
49,2.0,6.0,7.0,7.0,4.0,4.0,0.5281566001135852,0.442134222346789,0.0297091775396257,E:4N,15N,1.1945616815414128,17.777557100297948,3.700439718141092
50,10.0,5.0,10.0,3.0,2.0,4.0,0.5095728473910878,0.4515498198224592,0.0388773327864529,E:4N,15N,1.1284975101782615,13.107196684250217,4.459431618637297
51,2.0,3.0,4.0,7.0,4.0,6.0,0.542037929736234,0.4223503443795631,0.0356117258842028,E:4N,15N,1.2833846046283997,15.22077114427862,3.321928094887362
52,5.0,5.0,3.0,5.0,5.0,5.0,0.5366482504604052,0.4101510128913443,0.0532007366482504,E:4N,15N,1.3084162505837138,10.087233453337037,3.700439718141092
53,7.0,7.0,3.0,5.0,6.0,6.0,0.5395583742716368,0.4077092207330435,0.0527324049953196,E:4N,15N,1.3233901683693448,10.23200770606853,4.0
54,7.0,7.0,3.0,4.0,6.0,3.0,0.474496771110049,0.476842023363603,0.0486612055263479,E:4N,15N,0.9950816997272791,9.751027866605769,4.0
55,5.0,5.0,5.0,7.0,7.0,3.0,0.5328845403026395,0.423908285318789,0.0432071743785715,E:4N,15N,1.2570750767513257,12.333242059145677,4.087462841250339
56,6.0,4.0,7.0,6.0,6.0,5.0,0.4666072688124141,0.4354976426476593,0.0978950885399265,E:4N,15N,1.0714346603017646,4.766401213500189,4.247927513443585
57,6.0,6.0,6.0,5.0,5.0,4.0,0.4503514991287628,0.4901219732019468,0.0595265276692903,E:4N,15N,0.9188559659682974,7.565559705258919,4.087462841250339
58,5.0,6.0,6.0,4.0,2.0,3.0,0.5606858151280959,0.4142578956976815,0.0250562891742226,E:4N,15N,1.3534704370179949,22.37704918032787,3.700439718141092
59,7.0,4.0,4.0,5.0,5.0,5.0,0.5182940339792294,0.4240756491719618,0.0576303168488088,E:4N,15N,1.2221735319894829,8.993426764231685,4.0
60,4.0,6.0,4.0,5.0,4.0,6.0,0.5418469585953576,0.4367583991999846,0.0213946422046577,E:4N,15N,1.240610276958302,25.326292134831558,3.584962500721156
61,4.0,7.0,7.0,6.0,6.0,4.0,0.4798620032156159,0.4850166840374563,0.0351213127469277,E:4N,15N,0.989372157718512,13.662985967333828,4.087462841250339
62,9.0,4.0,3.0,4.0,3.0,3.0,0.5221983451743999,0.4440838522936584,0.0337178025319416,E:4N,15N,1.1759003226018832,15.48731844786475,3.9068905956085187
63,4.0,4.0,6.0,7.0,5.0,4.0,0.5462274003002415,0.41954670060701,0.0342258990927485,E:4N,15N,1.3019465997705308,15.959475566150186,3.9068905956085187
64,5.0,4.0,5.0,8.0,5.0,4.0,0.431871374783759,0.4461721108510566,0.1219565143651843,E:4N,15N,0.9679479382070306,3.5411915225009745,3.9068905956085187
65,4.0,6.0,5.0,7.0,6.0,6.0,0.535917814520457,0.4291567640319269,0.0349254214476161,E:4N,15N,1.2487693529178248,15.344634146341475,3.9068905956085187
66,6.0,3.0,4.0,7.0,5.0,5.0,0.5436003843365185,0.3983365066639944,0.0580631089994871,E:4N,15N,1.364676285608583,9.36223350253808,3.9068905956085187
67,6.0,6.0,4.0,3.0,5.0,3.0,0.4909214941261393,0.442709035671508,0.0663694702023527,E:4N,15N,1.1089032627976565,7.396796940360943,3.9068905956085187
68,6.0,3.0,5.0,9.0,4.0,4.0,0.555725913914621,0.389278661679002,0.0549954244063769,E:4N,15N,1.427578669526127,10.10494818274705,3.9068905956085187
69,3.0,6.0,7.0,4.0,4.0,5.0,0.6163175736792015,0.369375250709853,0.0143071756109455,E:4N,15N,1.6685405221242706,43.077515118196814,3.807354922057604
70,7.0,7.0,3.0,5.0,3.0,4.0,0.4426605699521498,0.507712967133836,0.0496264629140142,E:4N,15N,0.8718717043038651,8.919849289261863,3.700439718141092
71,7.0,5.0,6.0,5.0,5.0,5.0,0.525907854946507,0.4325684226576198,0.041523722395873,E:4N,15N,1.215779579367877,12.665238678090587,4.169925001442312
72,5.0,7.0,5.0,3.0,5.0,4.0,0.5254580020739716,0.4568959557552713,0.017646042170757,E:4N,15N,1.1500605235285217,29.777668952007836,3.9068905956085187
73,4.0,5.0,6.0,8.0,6.0,5.0,0.4484888741281966,0.5078711391564265,0.0436399867153769,E:4N,15N,0.8830761182317551,10.27701674277018,4.0
74,5.0,5.0,5.0,4.0,5.0,4.0,0.4614438101097469,0.4503062600088666,0.0882499298813864,E:4N,15N,1.0247332784151413,5.228829198277632,3.9068905956085187
75,6.0,5.0,7.0,4.0,7.0,4.0,0.4961735159817351,0.4442374429223744,0.0595890410958904,E:4N,15N,1.1169106159032973,8.326590038314176,4.321928094887363
76,6.0,5.0,4.0,4.0,4.0,4.0,0.5592622405072096,0.4112532172634131,0.0294845422293772,E:4N,15N,1.3598975449449064,18.96798112571622,3.807354922057604
77,5.0,7.0,3.0,5.0,7.0,7.0,0.5480849573860245,0.422948680200218,0.0289663624137574,E:4N,15N,1.295866338030819,18.921428571428592,3.9068905956085187
78,3.0,6.0,5.0,7.0,5.0,4.0,0.4791600088061302,0.471099558983318,0.0497404322105517,E:4N,15N,1.0171098649300532,9.633209594517425,3.700439718141092
79,3.0,4.0,7.0,5.0,3.0,5.0,0.511771430174415,0.4236873294948489,0.0645412403307361,E:4N,15N,1.2078988313966963,7.929370857329139,3.700439718141092
80,4.0,4.0,3.0,6.0,5.0,4.0,0.5677006365294368,0.3963278811427253,0.0359714823278378,E:4N,15N,1.4324014623765438,15.781963927855752,3.584962500721156
81,6.0,4.0,4.0,8.0,6.0,3.0,0.487408940397351,0.4500082781456954,0.0625827814569536,E:4N,15N,1.0831110538805393,7.788227513227518,4.0
82,5.0,3.0,4.0,7.0,7.0,7.0,0.4571463674338603,0.4898189859939389,0.0530346465722008,E:4N,15N,0.9332965452660446,8.619768339768346,4.0
83,3.0,8.0,7.0,4.0,6.0,4.0,0.4725486179194896,0.4821990371530166,0.0452523449274938,E:4N,15N,0.9799866476496828,10.442522231204531,4.0
84,4.0,6.0,5.0,4.0,8.0,5.0,0.4407659656106861,0.4645255281901244,0.0947085061991894,E:4N,15N,0.9488519766136215,4.653921630689373,4.087462841250339
85,5.0,5.0,6.0,4.0,3.0,5.0,0.5694127133449806,0.3790410488434947,0.0515462378115247,E:4N,15N,1.5022455089820361,11.046639629200472,3.807354922057604
86,7.0,7.0,3.0,3.0,4.0,3.0,0.4410609617457294,0.5076479012564409,0.0512911369978296,E:4N,15N,0.8688324341617345,8.599165227403578,3.807354922057604
87,5.0,5.0,3.0,5.0,6.0,4.0,0.5824610612153917,0.3762828669347723,0.041256071849836,E:4N,15N,1.5479340474897567,14.118190004502502,3.807354922057604
88,5.0,6.0,4.0,9.0,5.0,7.0,0.4726872978935598,0.4110882770709299,0.1162244250355103,E:4N,15N,1.1498437787171476,4.067022037313918,3.807354922057604
89,6.0,4.0,5.0,4.0,4.0,7.0,0.577577376161557,0.3922648228091998,0.0301578010292431,E:4N,15N,1.472416955528267,19.151839870602565,3.9068905956085187
90,5.0,6.0,4.0,4.0,6.0,5.0,0.4988877180658002,0.4362570458460869,0.0648552360881128,E:4N,15N,1.143563692130739,7.692327530625401,3.9068905956085187
91,4.0,7.0,6.0,4.0,6.0,5.0,0.4524582400879879,0.4666569920642801,0.0808847678477319,E:4N,15N,0.9695734721267472,5.5938621340887655,4.0
92,10.0,5.0,4.0,5.0,3.0,8.0,0.5112225319480144,0.4533902906997791,0.0353871773522064,E:4N,15N,1.1275550942190995,14.446547314578044,4.087462841250339
93,4.0,5.0,3.0,5.0,8.0,3.0,0.5447913131998643,0.4137590180138977,0.041449668786238,E:4N,15N,1.3166874665715815,13.14344189357538,3.9068905956085187
94,4.0,6.0,6.0,3.0,3.0,3.0,0.5117801251345743,0.4643085612644521,0.0239113136009736,E:4N,15N,1.1022414140735266,21.403262642740632,3.700439718141092
95,4.0,4.0,6.0,6.0,5.0,5.0,0.5044097002689757,0.469646473847209,0.0259438258838153,E:4N,15N,1.0740199881348973,19.4423791821562,3.9068905956085187
96,5.0,6.0,5.0,5.0,3.0,5.0,0.4811936565523307,0.4773045844327176,0.0415017590149516,E:4N,15N,1.0081479881954942,11.594536423841067,3.700439718141092
97,7.0,5.0,3.0,3.0,3.0,3.0,0.4941017998012816,0.4563786584511973,0.049519541747521,E:4N,15N,1.0826575490582855,9.977915432265018,3.700439718141092
98,5.0,3.0,6.0,6.0,6.0,4.0,0.4480947548628486,0.418015198580846,0.1338900465563052,E:4N,15N,1.0719580445498684,3.346736866466096,4.087462841250339
99,2.0,4.0,4.0,6.0,6.0,3.0,0.5904885430177259,0.3791080514815923,0.0304034055006817,E:4N,15N,1.5575732056073128,19.421789542769677,3.584962500721156
0,10.0,9.0,5.0,6.0,4.0,9.0,0.4650524844628148,0.470546254720628,0.0644012608165571,E:6N,15N,0.9883246966632963,7.221170495209515,4.247927513443585
1,5.0,7.0,10.0,6.0,5.0,7.0,0.6156577360382702,0.3493041156780637,0.035038148283666,E:6N,15N,1.762526430137146,17.571069425643024,4.321928094887363
2,8.0,4.0,5.0,8.0,9.0,8.0,0.4828867362770998,0.463026795823374,0.0540864678995261,E:6N,15N,1.042891557535909,8.92805086059855,4.459431618637297
3,7.0,8.0,7.0,5.0,5.0,7.0,0.4015802000482044,0.5241549168474331,0.0742648831043625,E:6N,15N,0.7661479214266212,5.407403651115619,4.247927513443585
4,5.0,3.0,9.0,9.0,5.0,6.0,0.4166647321463116,0.3710177898491848,0.2123174780045035,E:6N,15N,1.1230316808142322,1.9624608207595309,4.247927513443585
5,5.0,6.0,6.0,7.0,6.0,10.0,0.4935851509844504,0.4545918908878629,0.0518229581276866,E:6N,15N,1.0857764092985245,9.524449564772157,4.087462841250339
6,9.0,7.0,6.0,8.0,5.0,5.0,0.4283819314494161,0.5040307616994734,0.0675873068511105,E:6N,15N,0.8499122752052134,6.338200934579442,4.321928094887363
7,9.0,6.0,9.0,7.0,8.0,8.0,0.4609908700164773,0.4618763083670992,0.0771328216164234,E:6N,15N,0.9980829535211446,5.976585069180477,4.700439718141092
8,6.0,7.0,4.0,7.0,10.0,4.0,0.4198998888482741,0.3987661412447501,0.1813339699069757,E:6N,15N,1.0529978486577494,2.3156162580220503,4.321928094887363
9,8.0,5.0,6.0,7.0,5.0,9.0,0.528651287537481,0.4086443563819368,0.0627043560805822,E:6N,15N,1.2936708394019285,8.430854259281512,4.247927513443585
10,6.0,8.0,6.0,7.0,5.0,7.0,0.4932181075515646,0.4130439185767816,0.0937379738716537,E:6N,15N,1.1941057242799697,5.261668107173729,4.087462841250339
11,7.0,6.0,4.0,7.0,5.0,7.0,0.5972977888637722,0.3804921142203861,0.0222100969158417,E:6N,15N,1.5698033324228353,26.893074403369223,4.0
12,6.0,9.0,5.0,4.0,6.0,4.0,0.5098807432971838,0.4513454759828545,0.0387737807199616,E:6N,15N,1.1296906038259547,13.150142540386472,4.087462841250339
13,7.0,5.0,7.0,5.0,7.0,6.0,0.5043503041723372,0.4347628851589489,0.0608868106687138,E:6N,15N,1.1600583246381466,8.283408157417146,4.392317422778761
14,7.0,7.0,6.0,5.0,7.0,6.0,0.3844978234317747,0.4208637374338417,0.1946384391343835,E:6N,15N,0.9135921896626136,1.9754465004022523,4.321928094887363
15,4.0,6.0,8.0,7.0,3.0,7.0,0.5161139059893758,0.4481682196662669,0.0357178743443572,E:6N,15N,1.1516075512308868,14.449737434358626,3.9068905956085187
16,5.0,8.0,4.0,6.0,9.0,6.0,0.4731375333114171,0.4571270695045779,0.0697353971840049,E:6N,15N,1.0350240991507917,6.784754262788367,4.169925001442312
17,4.0,10.0,6.0,7.0,6.0,6.0,0.4800182676567578,0.4344380916229745,0.0855436407202676,E:6N,15N,1.1049175404106597,5.611384594051168,4.0
18,5.0,6.0,7.0,10.0,5.0,7.0,0.42986373084918,0.5369864244103986,0.0331498447404213,E:6N,15N,0.8005113561691297,12.967292432746305,4.087462841250339
19,6.0,10.0,7.0,8.0,7.0,10.0,0.4887648900126784,0.4643893214523627,0.0468457885349588,E:6N,15N,1.0524895113524184,10.43348623853212,4.321928094887363
20,7.0,5.0,9.0,7.0,6.0,7.0,0.4532411261446496,0.4755323310231387,0.0712265428322116,E:6N,15N,0.9531236817683287,6.363373935084144,4.459431618637297
21,7.0,8.0,8.0,5.0,7.0,8.0,0.4579730731225296,0.507511425395257,0.0345155014822134,E:6N,15N,0.902389680716752,13.268619995526743,4.459431618637297
22,5.0,7.0,9.0,8.0,5.0,9.0,0.4985691062417448,0.4872658922342263,0.0141650015240288,E:6N,15N,1.0231972198088617,35.19725044829661,4.247927513443585
23,7.0,7.0,8.0,6.0,8.0,8.0,0.4578990612970758,0.4837752965806001,0.058325642122324,E:6N,15N,0.9465118713865268,7.850733307603244,4.523561956057013
24,4.0,6.0,7.0,5.0,5.0,5.0,0.4928332586797779,0.4652808883425869,0.0418858529776351,E:6N,15N,1.0592166388680555,11.766102959462843,4.0
25,8.0,3.0,7.0,9.0,9.0,7.0,0.5763272254094001,0.37605060929201,0.0476221652985899,E:6N,15N,1.5325788900979327,12.10207939508507,4.584962500721156
26,6.0,4.0,10.0,7.0,6.0,5.0,0.5194007775237294,0.4403525317013929,0.0402466907748777,E:6N,15N,1.1795112781954886,12.90542818610924,4.459431618637297
27,8.0,8.0,5.0,5.0,8.0,5.0,0.4356756850533036,0.4028781346772724,0.1614461802694239,E:6N,15N,1.0814081171277856,2.6985815602836887,4.392317422778761
28,5.0,6.0,7.0,9.0,4.0,4.0,0.520855455699153,0.4580041956955272,0.0211403486053197,E:6N,15N,1.1372285681972403,24.637978560490076,4.0
29,9.0,5.0,6.0,7.0,6.0,6.0,0.4873257442016193,0.4507274608875631,0.0619467949108175,E:6N,15N,1.081198255020867,7.866843553459127,4.392317422778761
30,6.0,6.0,5.0,7.0,7.0,5.0,0.502897176569743,0.4521409842206302,0.0449618392096268,E:6N,15N,1.112257446505547,11.18497787034627,4.169925001442312
31,4.0,7.0,6.0,5.0,8.0,4.0,0.5054440918325345,0.4621702009002669,0.0323857072671986,E:6N,15N,1.093631936563573,15.60701107011074,4.169925001442312
32,5.0,5.0,6.0,8.0,6.0,6.0,0.5477790383104983,0.4164038248164262,0.0358171368730754,E:6N,15N,1.315499535942038,15.293769578837468,4.087462841250339
33,3.0,4.0,8.0,5.0,9.0,6.0,0.4850650930770167,0.4474844871638885,0.0674504197590947,E:6N,15N,1.0839819189069777,7.191431792559197,4.321928094887363
34,8.0,5.0,8.0,7.0,6.0,7.0,0.4958223080407161,0.4355109776156762,0.0686667143436077,E:6N,15N,1.1384840647536159,7.220708210380144,4.459431618637297
35,10.0,6.0,6.0,4.0,5.0,6.0,0.4745567381758211,0.4857699211169469,0.0396733407072319,E:6N,15N,0.9769166791650192,11.961602671118543,4.392317422778761
36,4.0,5.0,10.0,8.0,7.0,9.0,0.5618882435194149,0.4037189415940626,0.0343928148865225,E:6N,15N,1.3917807306757253,16.33737294761534,4.392317422778761
37,6.0,8.0,7.0,6.0,4.0,10.0,0.4666804671462333,0.5117677839304916,0.021551748923275,E:6N,15N,0.9118988764044943,21.653948772678845,4.087462841250339
38,5.0,8.0,5.0,6.0,5.0,7.0,0.4738158374282087,0.4245328071784947,0.1016513553932965,E:6N,15N,1.1160876837228577,4.66118563392471,3.9068905956085187
39,6.0,5.0,7.0,6.0,8.0,7.0,0.4730046365976966,0.4500201231647949,0.0769752402375084,E:6N,15N,1.051074412564624,6.144893281764796,4.392317422778761
40,6.0,6.0,5.0,7.0,7.0,6.0,0.4824888474598841,0.4296169296668664,0.0878942228732494,E:6N,15N,1.1230675844967648,5.489426172590116,4.169925001442312
41,7.0,7.0,8.0,7.0,8.0,11.0,0.4477322555146236,0.4328873908136835,0.1193803536716928,E:6N,15N,1.0342926706020166,3.750468496231209,4.523561956057013
42,4.0,6.0,10.0,7.0,7.0,7.0,0.4395802820857492,0.4498659122979488,0.1105538056163018,E:6N,15N,0.9771362311946244,3.9761659911681093,4.392317422778761
43,10.0,4.0,5.0,5.0,6.0,6.0,0.5222007878483311,0.4237197464619774,0.0540794656896915,E:6N,15N,1.2324202310811845,9.65617505995204,4.392317422778761
44,6.0,6.0,6.0,9.0,9.0,7.0,0.5080267181855198,0.3850832127665104,0.1068900690479697,E:6N,15N,1.3192647753605256,4.75279623926082,4.392317422778761
45,5.0,7.0,5.0,5.0,4.0,3.0,0.5111864237209709,0.4625701887122794,0.0262433875667496,E:6N,15N,1.1051002338564688,19.478675244222078,3.807354922057604
46,6.0,6.0,4.0,6.0,2.0,8.0,0.6234599653727448,0.3533861942639199,0.0231538403633352,E:6N,15N,1.7642453935456386,26.926849092386952,3.584962500721156
47,7.0,6.0,7.0,6.0,7.0,8.0,0.4654588611154858,0.4398215852588476,0.0947195536256665,E:6N,15N,1.0582901720058826,4.914073634204276,4.392317422778761
48,9.0,7.0,6.0,5.0,8.0,6.0,0.4822949897289177,0.4503723599072152,0.067332650363867,E:6N,15N,1.0708805261234928,7.16286953094206,4.523561956057013
49,4.0,6.0,6.0,10.0,6.0,7.0,0.5324563131810672,0.4338067019293433,0.0337369848895894,E:6N,15N,1.2274045348146594,15.782569631626247,4.0
50,8.0,7.0,7.0,9.0,3.0,8.0,0.4924238072809567,0.4454962147755861,0.0620799779434571,E:6N,15N,1.1053378029912326,7.932087342709108,4.169925001442312
51,9.0,6.0,6.0,4.0,7.0,9.0,0.5886111373598018,0.3619750968576682,0.04941376578253,E:6N,15N,1.626109482308527,11.911885848779054,4.459431618637297
52,8.0,8.0,5.0,10.0,9.0,4.0,0.4767686301428632,0.4573412272798776,0.0658901425772591,E:6N,15N,1.042479010647113,7.2358111774281095,4.459431618637297
53,7.0,8.0,9.0,9.0,4.0,6.0,0.3849539118705036,0.4600438399280575,0.1550022482014388,E:6N,15N,0.8367765818377296,2.483537602436726,4.321928094887363
54,8.0,9.0,7.0,7.0,9.0,5.0,0.4746424316145789,0.4491826652242623,0.0761749031611587,E:6N,15N,1.056680206876651,6.230955497382205,4.584962500721156
55,7.0,5.0,4.0,5.0,6.0,8.0,0.4814925373134328,0.4897488168911539,0.0287586457954131,E:6N,15N,0.9831418080187908,16.742531645569663,4.087462841250339
56,7.0,5.0,6.0,7.0,5.0,8.0,0.5105739902875941,0.4546585453506694,0.0347674643617364,E:6N,15N,1.12298338062424,14.68539623641666,4.169925001442312
57,5.0,9.0,7.0,7.0,4.0,7.0,0.5668217651407379,0.3968243121517273,0.0363539227075348,E:6N,15N,1.4283947524969474,15.591763499658239,4.0
58,6.0,6.0,8.0,7.0,6.0,7.0,0.4770730280642413,0.4993832733561373,0.0235436985796213,E:6N,15N,0.9553244041556327,20.263300027005144,4.321928094887363
59,5.0,7.0,5.0,6.0,7.0,8.0,0.4676158257908415,0.4894367774890223,0.0429473967201362,E:6N,15N,0.9554161993912068,10.888106416275434,4.087462841250339
60,4.0,6.0,8.0,6.0,4.0,5.0,0.4961184658162472,0.4499579433494238,0.0539235908343289,E:6N,15N,1.102588526659205,9.200397416790866,4.0
61,7.0,6.0,8.0,6.0,8.0,7.0,0.4955566887642359,0.4037667856535781,0.1006765255821859,E:6N,15N,1.227333962009969,4.9222664955764195,4.523561956057013
62,7.0,7.0,6.0,8.0,6.0,8.0,0.5088078879454163,0.4095684917981437,0.0816236202564399,E:6N,15N,1.2423023209416775,6.233586385250691,4.247927513443585
63,9.0,10.0,6.0,7.0,6.0,8.0,0.4176726904239148,0.4806890727917581,0.1016382367843269,E:6N,15N,0.8689040672344491,4.109405117979398,4.392317422778761
64,8.0,9.0,6.0,7.0,6.0,8.0,0.469582502617863,0.4135158639539493,0.1169016334281877,E:6N,15N,1.1355852182497101,4.016902834008098,4.321928094887363
65,9.0,7.0,7.0,5.0,3.0,4.0,0.458697943476236,0.4865982792852416,0.0547037772385224,E:6N,15N,0.9426624856750664,8.3851237817856,4.247927513443585
66,5.0,7.0,4.0,7.0,8.0,10.0,0.5420303345212972,0.4442942665332067,0.013675398945496,E:6N,15N,1.2199804844449544,39.63543123543136,4.087462841250339
67,8.0,11.0,7.0,7.0,6.0,9.0,0.3983242023847889,0.514649217447351,0.08702658016786,E:6N,15N,0.773972229784917,4.577040734181291,4.392317422778761
68,8.0,6.0,6.0,7.0,6.0,7.0,0.4794050099944711,0.4170405732998766,0.1035544167056521,E:6N,15N,1.1495404540645278,4.6294984342112055,4.321928094887363
69,6.0,8.0,6.0,7.0,4.0,7.0,0.5043492460260138,0.4583822688933131,0.037268485080673,E:6N,15N,1.1002808796328014,13.532861476238631,4.0
70,7.0,5.0,5.0,6.0,9.0,7.0,0.469468275114924,0.5004172400667584,0.0301144848183175,E:6N,15N,0.9381536796220178,15.589450656295611,4.392317422778761
71,7.0,4.0,7.0,9.0,6.0,8.0,0.5363984674329502,0.408555067064522,0.0550464655025277,E:6N,15N,1.3129159583969576,9.744467015930733,4.321928094887363
72,11.0,7.0,8.0,6.0,6.0,4.0,0.3304183217477656,0.3856752730883813,0.283906405163853,E:6N,15N,0.8567267460572899,1.1638283453205953,4.643856189774724
73,8.0,6.0,6.0,7.0,6.0,5.0,0.4608267467689214,0.4164374161003124,0.1227358371307661,E:6N,15N,1.106593041240839,3.7546225906125854,4.321928094887363
74,5.0,8.0,6.0,5.0,5.0,8.0,0.4976544377778066,0.4625681962496922,0.0397773659725012,E:6N,15N,1.07585095951814,12.5109952761036,4.0
75,5.0,7.0,7.0,7.0,6.0,4.0,0.5314951398362893,0.4241132332878581,0.0443916268758526,E:6N,15N,1.253191596300764,11.97286914765908,4.169925001442312
76,7.0,6.0,7.0,7.0,5.0,7.0,0.4815247756226101,0.4430883838884156,0.0753868404889743,E:6N,15N,1.0867465569665533,6.387385019710907,4.247927513443585
77,7.0,12.0,7.0,8.0,8.0,5.0,0.4599923003667457,0.4421480625966675,0.0978596370365867,E:6N,15N,1.0403580593914215,4.700531437642352,4.459431618637297
78,7.0,5.0,9.0,4.0,7.0,7.0,0.5316256745946799,0.4078382550108724,0.0605360703944477,E:6N,15N,1.3035208641242042,8.781965382467904,4.523561956057013
79,6.0,6.0,9.0,6.0,8.0,6.0,0.5043541478987877,0.4125930491678915,0.0830528029333207,E:6N,15N,1.2224009806174825,6.0726926736441476,4.523561956057013
80,6.0,7.0,8.0,4.0,7.0,5.0,0.5001492827935354,0.4183358213798923,0.0815148958265723,E:6N,15N,1.1955688641335547,6.135679592324233,4.392317422778761
81,8.0,8.0,5.0,5.0,7.0,8.0,0.5167401855538639,0.4471965231421842,0.0360632913039518,E:6N,15N,1.15551029315487,14.328702868482772,4.321928094887363
82,5.0,6.0,4.0,8.0,4.0,7.0,0.5178949796917024,0.4354839688909666,0.0466210514173309,E:6N,15N,1.189240056323105,11.108607891652571,3.700439718141092
